ID Registro,Cidade,País,Fonte Energia,Consumo MWh,Custo Unitário USD,Ano,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,Eficiência Energetica,População Cidade,Indústria Predominante,Clima
218,Melbourne,Austrália,Nuclear,20537,16,2022,55405,"0,4653",421900,2078,4967923,9705,4612929,Financeiro,Mediterrâneo
219,Cidade do México,México,Hidrelétrica,4887,18,2015,349392,"0,3458",497857,2377,48133,8796,4157105,Mineração,Tropical
220,Moscou,Rússia,Hidrelétrica,46947,24,2020,328197,"0,4818",516313,4873,5640528,7083,14372451,Turismo,Tropical
221,Nova York,Estados Unidos,Eólica,3336,22,2022,276284,"0,2493",294832,3928,487355,5207,16447445,Mineração,Frio
222,Los Angeles,Estados Unidos,Solar,31313,12,2016,153279,"0,3563",135435,3964,1502629,7055,15419799,Financeiro,Frio
223,São Paulo,Brasil,Gás Natural,9465,11,2023,295413,"0,5121",381753,1717,27507,9572,12776617,Financeiro,Mediterrâneo
224,Rio de Janeiro,Brasil,Gás Natural,19617,14,2023,6051,"0,2914",943876,902,176094,8647,8680540,Agronegócio,Frio
225,Berlim,Alemanha,Eólica,26111,21,2020,292181,"0,3924",606895,3882,306417,6651,2238427,Mineração,Temperado
226,Munique,Alemanha,Eólica,6185,12,2020,215621,"0,5825",359988,456,333886,6988,17206524,Turismo,Tropical
227,Mumbai,Índia,Gás Natural,8951,19,2021,132716,"0,0774",501286,495,1645353,6655,14559891,Financeiro,Temperado
228,Nova Délhi,Índia,Eólica,43618,14,2021,23951,"0,3561",670765,1256,5231464,623,13207550,Agronegócio,Mediterrâneo
229,Pequim,China,Gás Natural,20440,16,2023,98428,"0,6656",666258,4139,3790854,6088,17881809,Mineração,Temperado
230,Xangai,China,Nuclear,23842,11,2015,64785,"0,4374",411164,4608,2802933,836,19414248,Tecnologia,Desértico
231,Tóquio,Japão,Nuclear,18870,17,2016,402478,"0,8838",616730,2542,1717437,856,4729430,Financeiro,Mediterrâneo
232,Osaka,Japão,Solar,10272,9,2017,447212,"0,1813",508261,2601,2422511,8269,5024651,Tecnologia,Frio
233,Londres,Reino Unido,Eólica,1068,12,2017,135886,"0,5733",275134,3184,113529,6557,14376932,Manufatura,Mediterrâneo
234,Paris,França,Eólica,9993,6,2020,346671,"0,6116",30228,504,1981202,6092,5595694,Tecnologia,Temperado
235,Toronto,Canadá,Solar,18772,17,2016,381435,"0,4852",528575,736,4630437,9569,3713924,Agronegócio,Mediterrâneo
236,Vancouver,Canadá,Nuclear,15569,2,2020,282251,"0,4949",932747,1358,3848223,8158,17400135,Agronegócio,Temperado
237,Sydney,Austrália,Gás Natural,4683,7,2019,410219,"0,3468",786572,257,1159047,6819,6262841,Mineração,Desértico
238,Melbourne,Austrália,Solar,20044,21,2016,472998,"0,4071",253948,1184,2287187,8976,16069528,Turismo,Temperado
239,Cidade do México,México,Eólica,45979,19,2017,243973,"0,1941",130286,116,7549517,9544,15627971,Financeiro,Frio
240,Moscou,Rússia,Nuclear,8938,8,2020,474970,"0,2108",842862,14,2018739,753,1851581,Manufatura,Frio
241,Nova York,Estados Unidos,Hidrelétrica,3625,7,2015,384002,"0,1822",560232,3387,751258,9279,12489372,Agronegócio,Tropical
242,Los Angeles,Estados Unidos,Hidrelétrica,30897,25,2023,308332,"0,8855",430605,3286,4372992,9286,6690687,Turismo,Temperado
243,São Paulo,Brasil,Solar,22473,9,2020,374109,"0,5429",487776,2289,4505842,6883,8330936,Manufatura,Mediterrâneo
244,Rio de Janeiro,Brasil,Carvão,38120,23,2022,69660,"0,6031",507951,1068,2865389,9244,8909829,Agronegócio,Mediterrâneo
245,Berlim,Alemanha,Gás Natural,28192,2,2015,303356,"0,2742",442150,3944,6791979,8068,16023789,Financeiro,Mediterrâneo
246,Munique,Alemanha,Eólica,15410,23,2018,301197,"0,2259",393514,517,344915,8629,19521228,Turismo,Frio
247,Mumbai,Índia,Solar,45844,1,2017,353411,"0,5338",418501,1013,6411642,6425,8340193,Mineração,Frio
248,Nova Délhi,Índia,Hidrelétrica,42317,13,2019,394985,"0,3494",514564,982,3770446,7263,2705834,Tecnologia,Mediterrâneo
249,Pequim,China,Hidrelétrica,19138,23,2016,440002,"0,0299",360444,2194,2340084,8155,10834247,Tecnologia,Frio
250,Xangai,China,Hidrelétrica,40331,5,2016,430226,"0,0723",739763,1905,7475981,8314,7886836,Turismo,Temperado
251,Tóquio,Japão,Hidrelétrica,45715,17,2020,133393,"0,7753",602016,244,1015821,9421,1167928,Agronegócio,Mediterrâneo
252,Osaka,Japão,Carvão,7548,1,2018,205883,"0,6079",558966,2685,1033474,8233,4927927,Tecnologia,Mediterrâneo
253,Londres,Reino Unido,Carvão,23559,18,2021,490336,"0,4479",580285,2134,1021754,9148,13496762,Mineração,Mediterrâneo
254,Paris,França,Hidrelétrica,10679,2,2020,401062,"0,05",594993,4175,1395977,6642,16741983,Financeiro,Desértico
255,Toronto,Canadá,Hidrelétrica,14041,24,2015,91864,"0,5813",208403,4375,452594,7067,18658879,Agronegócio,Temperado
256,Vancouver,Canadá,Nuclear,48403,15,2019,167579,"0,1062",91957,295,9657158,651,16686900,Tecnologia,Mediterrâneo
257,Sydney,Austrália,Nuclear,47247,8,2017,357251,"0,5045",269067,2272,4716941,7265,12826720,Mineração,Temperado
258,Melbourne,Austrália,Carvão,30646,16,2015,109299,"0,3994",295341,637,7293536,6653,1540808,Tecnologia,Temperado
259,Cidade do México,México,Gás Natural,32312,8,2019,263252,"0,5062",677557,3751,385141,7146,6324360,Manufatura,Mediterrâneo
260,Moscou,Rússia,Carvão,22242,2,2019,374815,"0,3806",835440,305,1728854,8169,11238408,Tecnologia,Tropical
261,Nova York,Estados Unidos,Hidrelétrica,13742,8,2016,105272,"0,4326",711881,1701,1894177,7682,1180812,Mineração,Temperado
262,Los Angeles,Estados Unidos,Carvão,16213,14,2019,7463,"0,1981",121735,3665,3687612,7244,11400168,Agronegócio,Mediterrâneo
263,São Paulo,Brasil,Hidrelétrica,29008,19,2023,346643,"0,7925",918283,319,6198386,6788,10158536,Financeiro,Tropical
264,Rio de Janeiro,Brasil,Eólica,11050,18,2015,440379,"0,3817",185785,253,2539747,9592,7295490,Financeiro,Mediterrâneo
265,Berlim,Alemanha,Hidrelétrica,45554,6,2016,331340,"0,2109",158655,4902,11067395,5184,3081691,Financeiro,Desértico
266,Munique,Alemanha,Solar,7636,18,2021,362039,"0,8078",964117,597,35293,5162,7994660,Mineração,Temperado
267,Mumbai,Índia,Carvão,45994,5,2017,174827,"0,7857",258423,2902,3178964,535,16976842,Tecnologia,Temperado
268,Nova Délhi,Índia,Hidrelétrica,11881,9,2017,498344,"0,0339",343846,2253,778573,6825,16371307,Tecnologia,Temperado
269,Pequim,China,Nuclear,24241,19,2021,23264,"0,2706",848635,263,5768752,8204,8798842,Tecnologia,Desértico
270,Xangai,China,Hidrelétrica,12490,7,2016,171624,"0,6592",692028,2824,2460382,8407,12120639,Manufatura,Tropical
271,Tóquio,Japão,Gás Natural,3257,8,2017,16371,"0,2012",758839,419,403453,8264,8604455,Manufatura,Temperado
272,Osaka,Japão,Gás Natural,33646,16,2018,44260,"0,5539",696032,2565,3076968,5248,2220775,Agronegócio,Tropical
273,Londres,Reino Unido,Gás Natural,34257,2,2022,128767,"0,7967",993692,4454,548155,5045,4452080,Tecnologia,Frio
274,Paris,França,Carvão,27500,21,2023,244411,"0,8756",569081,278,5137696,5816,3993399,Agronegócio,Mediterrâneo
275,Toronto,Canadá,Carvão,34848,18,2023,176304,"0,2346",711956,443,6941161,9661,4662999,Financeiro,Tropical
276,Vancouver,Canadá,Gás Natural,48581,25,2022,408973,"0,6582",81532,4119,2121014,7789,10301461,Tecnologia,Tropical
277,Sydney,Austrália,Gás Natural,28044,23,2021,450937,"0,1129",339437,438,3034551,6739,18095601,Mineração,Desértico
278,Melbourne,Austrália,Gás Natural,13135,22,2015,137403,"0,2775",119184,3372,3218747,9637,9762304,Manufatura,Temperado
279,Cidade do México,México,Gás Natural,23227,16,2016,394683,"0,5418",372666,2198,2908858,8659,571043,Agronegócio,Mediterrâneo
280,Moscou,Rússia,Eólica,22303,23,2017,299666,"0,3747",195993,80,2386621,8173,4236775,Manufatura,Temperado
281,Nova York,Estados Unidos,Carvão,46551,15,2015,347271,"0,7253",204999,75,5077904,9334,13316908,Mineração,Temperado
282,Los Angeles,Estados Unidos,Nuclear,3996,18,2015,464462,"0,1975",830058,3675,340514,6953,1113368,Mineração,Mediterrâneo
283,São Paulo,Brasil,Gás Natural,22194,24,2023,141791,"0,1062",686098,28,4562465,7176,1571124,Turismo,Frio
284,Rio de Janeiro,Brasil,Gás Natural,31348,12,2017,45706,"0,3654",631421,3509,5339793,5947,1677091,Turismo,Desértico
285,Berlim,Alemanha,Solar,3973,19,2022,91042,"0,0588",141260,3959,120208,9771,8558114,Agronegócio,Temperado
286,Munique,Alemanha,Solar,23844,13,2023,270272,"0,2808",205105,2888,2718904,7744,2446336,Manufatura,Frio
287,Mumbai,Índia,Gás Natural,2499,2,2016,59990,"0,4029",367389,4695,154909,7859,12242515,Turismo,Tropical
288,Nova Délhi,Índia,Carvão,19259,22,2019,155961,"0,0845",476455,1691,1598746,5665,19696557,Agronegócio,Mediterrâneo
289,Pequim,China,Gás Natural,48547,21,2022,162105,"0,3595",185238,4358,5236874,5771,11186012,Tecnologia,Tropical
290,Xangai,China,Solar,31442,16,2018,211896,"0,8425",774992,4133,591368,8601,1042729,Financeiro,Temperado
291,Tóquio,Japão,Carvão,17386,24,2015,1887,"0,5303",91955,1594,1079193,525,2819075,Turismo,Desértico
292,Osaka,Japão,Hidrelétrica,11378,14,2019,426028,"0,0593",272936,2663,2655644,7445,1381620,Manufatura,Tropical
293,Londres,Reino Unido,Eólica,24846,8,2015,33405,"0,3644",218518,2489,2090627,5627,18482172,Manufatura,Mediterrâneo
294,Paris,França,Nuclear,20310,11,2016,129981,"0,0812",714008,961,3093522,8198,15642551,Agronegócio,Frio
295,Toronto,Canadá,Eólica,29265,9,2016,280484,"0,4544",571484,2952,2621364,5007,5853940,Manufatura,Desértico
296,Vancouver,Canadá,Gás Natural,10054,22,2019,306495,"0,2816",562357,1841,1972453,8133,16958665,Mineração,Frio
297,Sydney,Austrália,Solar,22971,2,2016,466453,"0,6666",634924,411,621478,5469,2416021,Financeiro,Tropical
298,Melbourne,Austrália,Gás Natural,42796,13,2020,303116,"0,3783",713526,3294,9685179,5486,19388107,Financeiro,Desértico
299,Cidade do México,México,Nuclear,23435,18,2018,93051,"0,1029",137949,3511,3777351,8144,615306,Agronegócio,Temperado
300,Moscou,Rússia,Gás Natural,13491,1,2017,48435,"0,5661",806154,1398,2487704,9489,16556714,Financeiro,Mediterrâneo
301,Nova York,Estados Unidos,Solar,16052,17,2023,366790,"0,5507",552351,4593,268701,8829,2565711,Turismo,Mediterrâneo
302,Los Angeles,Estados Unidos,Carvão,49803,19,2019,473895,"0,0637",319199,143,7248162,6747,673838,Mineração,Desértico
303,São Paulo,Brasil,Gás Natural,36616,13,2021,47612,"0,6538",107467,1503,155171,508,12121532,Mineração,Temperado
304,Rio de Janeiro,Brasil,Gás Natural,39309,17,2015,63060,"0,7802",275565,467,6178761,5589,13094904,Manufatura,Temperado
305,Berlim,Alemanha,Solar,17941,6,2018,448607,"0,1308",997736,4691,4178675,9377,6015867,Tecnologia,Mediterrâneo
306,Munique,Alemanha,Carvão,19013,8,2018,181081,"0,4484",832274,783,4493672,7957,8761456,Agronegócio,Tropical
307,Mumbai,Índia,Carvão,48312,24,2021,64804,"0,3762",500982,4647,9857666,5539,11259271,Agronegócio,Mediterrâneo
308,Nova Délhi,Índia,Solar,43458,25,2019,137355,"0,7559",190004,115,8506705,8115,8422395,Mineração,Desértico
309,Pequim,China,Eólica,23905,7,2017,109313,"0,5719",237497,1723,980003,6156,7140549,Mineração,Desértico
310,Xangai,China,Carvão,42857,8,2019,305746,"0,2393",33477,1426,600023,8868,5109558,Financeiro,Desértico
311,Tóquio,Japão,Gás Natural,39037,19,2019,386249,"0,8394",320806,4572,522935,5733,2949747,Financeiro,Mediterrâneo
312,Osaka,Japão,Nuclear,25556,9,2015,135213,"0,5745",986721,4789,5716757,5228,6792372,Manufatura,Desértico
313,Londres,Reino Unido,Hidrelétrica,15816,7,2023,382190,"0,8988",360776,2145,3252774,7687,8154689,Tecnologia,Frio
314,Paris,França,Solar,46114,12,2015,328779,"0,0502",685548,3466,9574622,5299,9814640,Manufatura,Tropical
315,Toronto,Canadá,Solar,11174,21,2016,45541,"0,2798",436512,297,2710856,5687,11211395,Tecnologia,Temperado
316,Vancouver,Canadá,Hidrelétrica,5960,14,2016,118221,"0,2173",696575,3743,1198252,6153,11481373,Tecnologia,Mediterrâneo
317,Sydney,Austrália,Gás Natural,4475,23,2015,99610,"0,4404",763753,4501,79822,5008,13212419,Agronegócio,Frio
318,Melbourne,Austrália,Nuclear,37504,7,2023,351821,"0,3499",287154,1409,5963321,7488,12515811,Mineração,Mediterrâneo
319,Cidade do México,México,Carvão,26274,24,2023,466255,"0,2316",513079,691,5136355,8758,3376207,Mineração,Desértico
320,Moscou,Rússia,Carvão,27968,7,2023,154121,"0,4481",25509,2545,2403244,703,1754378,Agronegócio,Desértico
321,Nova York,Estados Unidos,Carvão,49368,1,2021,145048,"0,5919",556837,4112,5726974,8369,13878317,Agronegócio,Mediterrâneo
322,Los Angeles,Estados Unidos,Eólica,36979,15,2015,431099,"0,4733",333191,3914,2626976,9265,4214948,Mineração,Mediterrâneo
323,São Paulo,Brasil,Solar,38025,19,2019,379006,"0,4067",566678,455,1813366,8491,10985645,Financeiro,Temperado
324,Rio de Janeiro,Brasil,Hidrelétrica,39321,9,2018,383567,"0,6556",830423,135,6843815,6432,16191654,Financeiro,Tropical
325,Berlim,Alemanha,Solar,23326,7,2017,313976,"0,1279",876803,1373,5247549,8706,16204939,Tecnologia,Temperado
326,Munique,Alemanha,Carvão,27204,7,2022,437782,"0,6748",359031,1745,1132328,9492,17449320,Financeiro,Desértico
327,Mumbai,Índia,Solar,49854,14,2022,352981,"0,5648",268873,2088,907609,5492,14746585,Agronegócio,Temperado
328,Nova Délhi,Índia,Carvão,34511,9,2020,445799,"0,1587",58043,4674,638161,5843,3639404,Mineração,Temperado
329,Pequim,China,Nuclear,14158,2,2017,36492,"0,5818",82708,2163,225928,9531,7808539,Manufatura,Desértico
330,Xangai,China,Gás Natural,17864,21,2016,15843,"0,5705",426014,2798,138463,7432,15269778,Turismo,Desértico
331,Tóquio,Japão,Eólica,20996,14,2019,165325,"0,5173",618252,2031,2408895,5106,853584,Mineração,Temperado
332,Osaka,Japão,Nuclear,1215,7,2017,399511,"0,5999",637126,364,191264,823,4897368,Turismo,Mediterrâneo
333,Londres,Reino Unido,Eólica,13457,18,2022,146695,"0,4683",862557,2547,2588196,8909,14506404,Financeiro,Temperado
334,Paris,França,Eólica,44580,11,2023,426929,"0,1319",197445,1171,3945919,8312,12709757,Tecnologia,Mediterrâneo
335,Toronto,Canadá,Hidrelétrica,1447,22,2018,167219,"0,3019",584396,712,84468,514,10096455,Manufatura,Desértico
336,Vancouver,Canadá,Carvão,42544,13,2021,461242,"0,8311",200204,3332,9512169,8633,15521239,Turismo,Frio
337,Sydney,Austrália,Gás Natural,45069,19,2015,104515,"0,6137",187520,112,1927391,6439,16699889,Tecnologia,Temperado
338,Melbourne,Austrália,Nuclear,14691,18,2022,264966,"0,2704",656432,2707,3161889,6566,3988343,Tecnologia,Desértico
339,Cidade do México,México,Carvão,8823,18,2017,454114,"0,2232",218420,3561,924794,8361,9644826,Manufatura,Temperado
340,Moscou,Rússia,Hidrelétrica,29381,18,2016,36074,"0,2071",955359,1518,3398833,6399,18630252,Agronegócio,Mediterrâneo
341,Nova York,Estados Unidos,Solar,12717,24,2022,233723,"0,5318",776155,2631,2535802,5719,12087995,Turismo,Temperado
342,Los Angeles,Estados Unidos,Hidrelétrica,26703,24,2017,273585,"0,2527",844456,3878,6038445,6558,635338,Agronegócio,Temperado
343,São Paulo,Brasil,Carvão,4662,17,2016,287936,"0,3464",800333,1584,213933,8139,18048218,Manufatura,Tropical
344,Rio de Janeiro,Brasil,Nuclear,20547,25,2021,156329,"0,4999",397355,2311,4760227,5143,14589569,Manufatura,Frio
345,Berlim,Alemanha,Eólica,6606,14,2015,92305,"0,8931",248432,733,90616,5178,12311076,Manufatura,Temperado
346,Munique,Alemanha,Hidrelétrica,6304,24,2015,327674,"0,5079",606564,4986,856951,8756,12777668,Turismo,Frio
347,Mumbai,Índia,Carvão,34809,16,2015,40715,"0,017",636396,3669,690821,5817,3849088,Financeiro,Frio
348,Nova Délhi,Índia,Nuclear,24913,2,2018,391898,"0,3086",392510,1709,3744302,5589,9839578,Tecnologia,Mediterrâneo
349,Pequim,China,Hidrelétrica,28450,6,2022,310574,"0,6245",919483,1305,6347248,7877,14929771,Manufatura,Tropical
350,Xangai,China,Carvão,30321,21,2019,180491,"0,081",405667,3577,3578122,9452,16257260,Tecnologia,Temperado
351,Tóquio,Japão,Hidrelétrica,27892,15,2015,347511,"0,7848",665397,4739,3793965,6622,9303947,Financeiro,Temperado
352,Osaka,Japão,Eólica,47850,12,2019,260525,"0,1067",367748,3256,4644876,905,18948651,Financeiro,Desértico
353,Londres,Reino Unido,Hidrelétrica,18048,5,2017,164776,"0,1603",78079,2824,3297316,5981,1995630,Tecnologia,Tropical
354,Paris,França,Carvão,27149,18,2017,373898,"0,7951",71864,3687,5728997,5782,1947881,Turismo,Mediterrâneo
355,Toronto,Canadá,Solar,47098,17,2023,20602,"0,5651",340590,3153,4730566,9296,2342706,Turismo,Desértico
356,Vancouver,Canadá,Nuclear,29092,15,2015,405509,"0,7991",82241,2476,7258598,7605,14177210,Turismo,Frio
357,Sydney,Austrália,Gás Natural,33350,17,2021,269520,"0,7831",646285,376,135725,8678,6781793,Tecnologia,Tropical
358,Melbourne,Austrália,Hidrelétrica,27241,22,2023,441875,"0,7434",299762,2646,5016081,844,18390459,Manufatura,Temperado
359,Cidade do México,México,Nuclear,10659,13,2021,124399,"0,5983",797762,1499,101868,6736,5496875,Manufatura,Tropical
360,Moscou,Rússia,Hidrelétrica,43717,13,2016,89242,"0,2145",971309,1687,3234085,7953,19601444,Tecnologia,Temperado
361,Nova York,Estados Unidos,Nuclear,22695,8,2021,414702,"0,1817",770758,2304,1436839,895,17442795,Mineração,Mediterrâneo
362,Los Angeles,Estados Unidos,Carvão,1748,8,2019,403966,"0,4997",52845,3522,236915,8371,8659126,Financeiro,Desértico
363,São Paulo,Brasil,Solar,30333,14,2017,25669,"0,2718",256135,648,2097908,6733,2197557,Financeiro,Mediterrâneo
364,Rio de Janeiro,Brasil,Carvão,48583,22,2015,127683,"0,8279",282009,179,2712427,9345,5359417,Agronegócio,Mediterrâneo
365,Berlim,Alemanha,Carvão,16214,13,2015,300958,"0,1651",900710,185,3407365,8879,6886249,Tecnologia,Temperado
366,Munique,Alemanha,Eólica,49685,15,2020,90619,"0,5472",787123,3269,7922739,705,13219300,Manufatura,Desértico
367,Mumbai,Índia,Solar,10480,22,2019,456451,"0,4581",561834,196,264888,6205,9317160,Tecnologia,Temperado
368,Nova Délhi,Índia,Hidrelétrica,21791,24,2021,92321,"0,3927",709589,231,1015489,7005,7461690,Mineração,Temperado
369,Pequim,China,Eólica,21548,15,2015,435598,"0,1178",883020,1802,316035,7049,12815525,Mineração,Desértico
370,Xangai,China,Gás Natural,24001,14,2016,91985,"0,8313",352914,89,5395144,7827,8179896,Mineração,Mediterrâneo
371,Tóquio,Japão,Hidrelétrica,4276,14,2021,143543,"0,6425",253544,1653,457435,5521,15397106,Turismo,Frio
372,Osaka,Japão,Carvão,1955,7,2023,111105,"0,4721",417309,4094,67084,860,11726960,Tecnologia,Frio
373,Londres,Reino Unido,Nuclear,44398,21,2023,26932,"0,1337",412644,2069,314053,5974,15920371,Mineração,Mediterrâneo
374,Paris,França,Carvão,46628,5,2023,273205,"0,4699",454956,1908,403177,5704,19244870,Mineração,Temperado
375,Toronto,Canadá,Eólica,37372,22,2019,62791,"0,0387",120375,2831,7264432,9587,10156140,Tecnologia,Temperado
376,Vancouver,Canadá,Gás Natural,48711,9,2018,73777,"0,0107",187000,4424,5268689,9464,13038056,Financeiro,Tropical
377,Sydney,Austrália,Eólica,13037,9,2019,144204,"0,1473",613268,3852,2220958,5504,11924033,Manufatura,Desértico
378,Melbourne,Austrália,Gás Natural,19331,22,2017,381930,"0,6572",758358,253,569963,779,11559418,Agronegócio,Temperado
379,Cidade do México,México,Nuclear,44309,17,2016,98195,"0,0235",276764,240,491366,5676,6771693,Turismo,Frio
380,Moscou,Rússia,Solar,24238,12,2023,440850,"0,5987",170318,2797,1520075,968,14704094,Manufatura,Desértico
381,Nova York,Estados Unidos,Hidrelétrica,33416,6,2019,115962,"0,3626",494091,2942,6069995,6159,1380140,Tecnologia,Mediterrâneo
382,Los Angeles,Estados Unidos,Hidrelétrica,40345,11,2020,86617,"0,3311",545524,97,2542709,7042,4343209,Manufatura,Tropical
383,São Paulo,Brasil,Nuclear,27090,18,2022,201503,"0,3766",75050,4006,3805519,7693,8350709,Manufatura,Frio
384,Rio de Janeiro,Brasil,Hidrelétrica,31557,24,2019,78831,"0,4319",225279,672,3866127,8664,2134754,Turismo,Desértico
385,Berlim,Alemanha,Eólica,49582,25,2023,118149,"0,0263",221386,901,9751692,8846,6805245,Mineração,Temperado
386,Munique,Alemanha,Carvão,21791,13,2017,387430,"0,1885",695982,318,3473954,8525,3751281,Agronegócio,Tropical
387,Mumbai,Índia,Hidrelétrica,1590,1,2021,46436,"0,3416",864121,2094,277938,9488,13567004,Agronegócio,Temperado
388,Nova Délhi,Índia,Eólica,14995,13,2019,155301,"0,7634",593619,1392,2754361,6382,6513345,Agronegócio,Tropical
389,Pequim,China,Solar,24209,6,2019,498902,"0,3617",851343,1895,3211591,8346,16508499,Financeiro,Temperado
390,Xangai,China,Gás Natural,16520,1,2020,140204,"0,0813",29438,807,1966128,6849,11855805,Manufatura,Desértico
391,Tóquio,Japão,Gás Natural,28680,23,2016,368817,"0,8858",197081,3133,5117388,8319,4353796,Agronegócio,Desértico
392,Osaka,Japão,Gás Natural,14463,15,2016,173321,"0,1332",201275,2981,66679,5592,10130862,Turismo,Frio
